usuario_id,publicaciones,likes_recibidos,comentarios_recibidos,seguidores,horas_uso,tasa_interaccion
731,18,763,91,454,28.53,29.9338
732,7,77,12,88,47.48,1.8746
733,13,798,177,281,65.05,14.9874
734,13,900,204,487,27.08,40.7642
735,9,552,103,110,33.42,19.5972
736,11,223,21,812,43.88,5.5611
737,10,552,58,590,32.32,18.8737
738,14,368,84,437,35.6,12.6979
739,11,182,43,172,34.44,6.5334
740,5,302,25,426,25.01,13.074
741,15,682,102,397,35.32,22.198
742,13,309,45,431,38.09,9.2939
743,14,282,32,313,48.19,6.5159
744,7,376,60,180,38.43,11.3457
745,8,646,95,379,23.0,32.2223
746,20,1736,304,727,30.86,66.1027
747,12,820,163,993,58.67,16.7539
748,12,290,34,332,35.49,9.1301
749,14,257,34,140,43.57,6.6782
750,12,407,99,254,48.6,10.4118
751,10,870,77,616,42.52,22.2721
752,11,383,37,155,57.47,7.3079
753,11,255,58,372,59.35,5.2742
754,15,873,196,254,42.16,25.3583
755,15,686,147,188,42.11,19.7817
756,17,387,35,138,46.33,9.1084
757,23,1449,312,1290,38.96,45.1983
758,18,792,167,684,46.63,20.5683
759,17,425,63,195,44.29,11.0188
760,14,722,90,1296,32.96,24.6372
761,6,303,34,478,27.97,12.0495
762,19,475,65,353,41.56,12.9928
763,11,546,136,630,35.06,19.4514
764,13,1066,125,571,45.25,26.3176
765,15,640,78,136,33.11,21.6832
766,12,598,91,206,42.8,16.0977
767,12,1001,139,820,35.53,32.0869
768,10,558,79,184,32.99,19.3088
769,15,343,31,408,53.56,6.9831
770,10,267,53,501,47.69,6.7096
771,16,659,162,689,44.63,18.3953
772,10,678,157,556,36.03,23.1756
773,16,636,132,509,31.13,24.6736
774,22,503,56,445,54.68,10.2226
775,7,375,54,489,46.3,9.2653
776,9,181,34,248,36.75,5.8501
777,14,542,98,905,33.88,18.8921
778,8,454,79,422,30.09,17.7123
779,9,362,42,239,44.62,9.0532
780,13,1060,135,839,30.25,39.5053
781,7,343,46,181,46.48,8.3689
782,10,657,136,711,46.09,17.2048
783,11,879,109,663,34.1,28.9763
784,11,286,29,981,30.49,10.3324
785,12,624,62,166,27.94,24.5491
786,10,512,92,409,64.25,9.4005
787,13,962,207,311,42.93,27.232
788,12,651,115,287,48.22,15.884
789,14,754,98,141,42.68,19.9612
790,16,484,115,350,41.81,14.3253
791,9,238,37,844,34.5,7.9718
792,9,543,100,456,35.65,18.038
793,12,812,106,299,36.39,25.2252
794,15,645,101,182,44.8,16.6536
795,13,567,67,1372,51.09,12.4107
796,11,1069,153,949,23.97,50.9899
797,11,696,82,590,44.86,17.3419
798,11,802,144,1023,34.3,27.5799
799,11,781,173,580,43.51,21.9258
800,16,719,149,389,35.53,24.4328
801,13,305,61,340,52.46,6.9763
802,14,493,116,1071,52.47,11.6071
803,12,566,116,343,39.81,17.1312
804,18,532,107,230,44.01,14.5205
805,12,917,123,478,19.99,52.0328
806,11,532,79,338,42.69,14.313
807,8,613,126,477,41.97,17.6086
808,14,801,74,74,35.97,24.3236
809,7,317,31,223,29.63,11.7462
810,8,691,135,724,54.85,15.0598
811,13,853,143,797,31.82,31.2963
812,5,239,20,233,47.73,5.4268
813,10,566,71,172,34.78,18.3144
814,18,731,138,468,43.71,19.882
815,8,493,64,313,45.78,12.1659
816,16,569,75,406,34.65,18.5855
817,9,822,174,951,26.92,36.9936
818,13,452,109,510,33.06,16.9684
819,9,196,29,140,30.31,7.4243
820,13,351,73,218,46.53,9.1127
821,10,392,64,276,42.5,10.7304
822,8,290,59,117,45.95,7.5954
823,12,867,154,535,34.41,29.673
824,7,201,41,166,34.42,7.0317
825,6,201,22,563,31.07,7.1772
826,18,851,77,356,39.91,23.2515
827,12,583,122,120,23.08,30.5509
828,10,175,14,377,37.36,5.0585
829,8,482,91,242,41.89,13.6782
830,12,308,62,345,55.95,6.6135
831,13,507,45,194,16.76,32.9448
832,7,382,60,610,38.22,11.5642
833,5,334,47,921,39.22,9.7149
834,5,95,21,404,40.16,2.8884
835,17,434,108,252,15.3,35.4235
836,17,911,83,165,39.12,25.4091
837,10,490,58,1020,38.62,14.1896
838,19,718,137,326,50.15,17.048
839,9,473,100,313,45.75,12.5239
840,10,134,22,109,31.83,4.9008
841,15,661,157,748,33.52,24.3999
842,17,259,55,142,51.14,6.1399
843,6,445,104,305,35.79,15.3414
844,14,994,204,721,41.4,28.9373
845,12,464,43,209,18.53,27.3623
846,15,285,25,198,54.12,5.7281
847,10,579,127,426,46.25,15.2634
848,13,371,62,191,56.88,7.6129
849,15,385,41,185,42.35,10.0586
850,11,467,75,264,35.31,15.3495
851,20,1018,135,255,48.8,23.626
852,12,647,154,384,49.04,16.3343
853,12,633,54,549,46.82,14.672
854,9,370,67,556,53.07,8.234
855,16,516,67,251,29.71,19.6204
856,14,648,113,588,13.17,57.803
857,10,432,73,472,39.15,12.8985
858,8,230,52,297,50.03,5.6366
859,15,1075,214,169,39.61,32.5435
860,11,743,103,297,40.98,20.6452
861,8,576,91,372,48.75,13.6811
862,12,443,41,247,46.86,10.3291
863,15,1183,134,380,37.28,35.3269
864,9,543,48,211,38.53,15.3389
865,9,632,73,284,29.58,23.8314
866,16,1655,321,1244,31.58,62.5619
867,14,618,71,409,33.94,20.299
868,12,583,102,95,18.23,37.5846
869,12,272,49,328,20.0,16.0536
870,9,362,73,176,45.96,9.4653
871,8,436,99,494,49.38,10.8354
872,12,499,100,326,33.14,18.0729
873,12,302,52,1072,37.71,9.387
874,10,289,72,298,44.51,8.1114
875,16,774,77,430,33.71,25.2462
876,13,588,123,1359,30.86,23.0397
877,13,870,77,171,32.56,29.0886
878,10,179,41,379,48.85,4.504
879,11,318,79,510,34.38,11.549
880,12,729,174,600,52.0,17.364
881,14,232,21,585,41.16,6.1471
882,12,835,99,472,35.89,26.0207
883,10,644,125,290,29.07,26.456
884,14,415,64,484,60.89,7.8665
885,10,519,82,287,40.83,14.7193
886,18,430,98,155,26.09,20.2412
887,13,443,36,452,24.87,19.2563
888,15,536,97,189,44.49,14.2269
889,9,457,110,177,26.85,21.1212
890,11,544,76,220,13.43,46.1613
891,15,606,76,241,29.08,23.4518
892,7,511,50,649,32.89,17.0556
893,11,297,64,99,39.6,9.1155
894,15,1051,88,188,21.26,53.5622
895,16,442,81,1388,29.49,17.7361
896,8,182,30,234,40.08,5.2889
897,8,474,58,532,25.81,20.6153
898,5,116,28,353,35.7,4.0334
899,21,812,185,319,38.95,25.5972
900,14,249,32,353,44.35,6.3363
901,17,1333,206,532,57.75,26.6512
902,13,623,107,140,51.4,14.2029
903,15,546,80,238,37.87,16.5294
904,14,363,78,349,42.59,10.3538
905,15,1132,117,355,52.47,23.8049
906,13,337,67,196,50.67,7.9728
907,13,1147,281,717,46.34,30.8143
908,15,1003,165,455,29.71,39.3172
909,8,339,42,1771,28.05,13.5845
910,9,434,60,278,33.3,14.8369
911,8,159,24,330,41.02,4.4608
912,10,592,63,129,37.18,17.6146
913,5,302,73,151,40.03,9.3671
914,8,626,134,407,58.52,12.9878
915,16,289,39,191,33.12,9.9042
916,12,216,32,227,37.54,6.6063
917,13,498,118,310,24.03,25.6309
918,15,624,92,395,43.89,16.3154
919,8,125,13,243,44.65,3.0905
920,18,530,102,790,35.34,17.8826
921,15,596,98,675,12.84,54.0606
922,11,691,87,339,29.99,25.9449
923,14,963,136,306,38.45,28.579
924,12,865,81,386,54.57,17.3371
925,7,424,94,87,50.36,10.2863
926,12,714,153,407,44.75,19.3764
927,11,168,41,92,43.01,4.8594
928,11,727,160,276,38.37,23.1166
929,11,643,79,353,29.61,24.3865
930,12,435,97,263,58.51,9.0921
931,9,457,60,503,40.08,12.899
932,14,989,84,372,42.27,25.3844
933,14,432,64,330,35.55,13.9527
934,16,867,129,274,29.7,33.5327
935,14,791,156,723,52.81,17.9336
936,10,304,30,564,52.38,6.376
937,10,595,80,426,32.22,20.9471
938,8,163,38,470,46.77,4.2979
939,8,402,79,277,43.67,11.0138
940,12,536,123,532,47.42,13.8982
941,14,441,88,198,48.03,11.014
942,9,690,142,492,27.77,29.9566
943,17,1021,247,107,36.93,34.3391
944,9,608,60,835,49.19,13.579
945,17,637,112,401,46.59,16.0779
946,17,510,65,290,38.57,14.9099
947,14,605,100,212,42.61,16.5437
948,14,499,110,310,33.38,18.2443
949,14,567,49,250,28.55,21.5763
950,12,332,81,417,40.22,10.2678
951,11,635,65,140,46.95,14.9088
952,10,627,70,429,42.73,16.3104
953,12,824,156,364,32.41,30.2392
954,12,524,74,137,39.65,15.0816
955,9,631,150,491,26.7,29.2472
956,11,679,143,931,45.39,18.1089
957,11,714,163,411,45.46,19.2935
958,7,109,11,325,35.09,3.4194
959,5,144,16,320,35.28,4.535
960,12,357,31,856,51.36,7.5552
961,10,474,67,407,31.52,17.1616
962,12,594,48,166,33.63,19.0928
963,10,256,24,612,63.03,4.442
964,12,235,44,382,27.82,10.0271
965,9,281,31,261,41.67,7.487
966,16,1141,252,263,42.38,32.8712
967,7,499,75,258,32.94,17.4248
968,11,832,93,370,29.52,31.3335
969,8,267,53,392,24.19,13.2295
970,13,289,54,943,28.42,12.0707
971,12,243,45,213,20.61,13.9733
972,8,674,124,614,56.67,14.0813
973,15,815,188,122,33.02,30.3772
974,8,705,96,790,29.72,26.9494
975,11,586,126,487,43.61,16.3263
976,14,1209,216,614,20.36,69.9857
977,19,1169,221,154,41.89,33.1836
978,17,859,165,171,40.42,25.335
979,10,197,36,259,50.21,4.6408
980,11,546,58,265,45.41,13.3002
981,10,228,48,71,40.32,6.8457
982,13,732,121,200,44.89,19.0012
983,15,1376,209,884,32.01,49.5188
984,17,525,63,280,42.85,13.7217
985,12,739,84,324,31.94,25.7678
986,9,557,122,488,46.58,14.5769
987,12,421,74,851,51.62,9.5897
988,12,395,83,242,64.01,7.4677
989,12,171,36,94,33.95,6.0976
990,13,217,44,136,33.05,7.8978
991,14,899,108,888,40.49,24.8711
992,12,285,31,378,42.08,7.5099
993,15,538,127,279,35.37,18.799
994,11,232,48,1002,41.03,6.825
995,13,640,148,326,31.52,25.001
996,13,400,97,522,40.04,12.412
997,6,212,31,271,63.22,3.8435
998,17,659,89,207,29.71,25.1796
999,16,480,119,285,38.5,15.558
1000,8,186,28,244,45.18,4.7362
1001,13,454,79,256,30.47,17.4914
1002,9,713,80,284,35.54,22.3109
1003,11,269,26,516,47.75,6.1785
1004,7,295,66,232,32.27,11.1855
1005,8,664,124,1292,27.63,28.5247
1006,7,562,50,364,29.08,21.0469
1007,12,284,22,162,39.92,7.6654
1008,11,304,30,662,32.2,10.3718
1009,14,309,36,182,23.84,14.4728
1010,14,940,113,297,36.12,29.1527
1011,10,383,80,74,36.79,12.5833
1012,8,179,29,114,37.09,5.6072
1013,5,229,25,520,43.26,5.8718
1014,13,445,109,269,24.97,22.1862
1015,9,386,94,533,41.36,11.6043
1016,6,293,56,267,47.49,7.3487
1017,13,517,70,165,44.5,13.1905
1018,12,260,31,176,34.5,8.4348
1019,17,877,149,138,50.69,20.2402
1020,15,614,78,224,54.36,12.7305
1021,16,698,130,522,38.21,21.6699
1022,9,606,57,399,35.8,18.5207
1023,9,609,91,179,40.05,17.4762
1024,8,366,52,623,32.6,12.8222
1025,19,1124,106,300,30.48,40.3555
1026,8,210,31,582,23.35,10.3196
1027,9,569,119,117,48.8,14.0976
1028,10,751,111,492,51.21,16.8336
1029,10,454,45,172,34.6,14.4215
1030,8,210,45,277,32.58,7.8258
1031,19,497,67,544,38.79,14.54
1032,10,353,87,459,43.1,10.2099
1033,6,191,31,187,42.94,5.1698
1034,15,461,101,319,42.5,13.2233
1035,15,621,129,99,30.4,24.6691
1036,15,518,80,86,45.11,13.2562
1037,10,367,75,306,26.49,16.6869
1038,13,758,168,257,25.66,36.0903
1039,13,389,79,135,43.42,10.7795
1040,14,360,72,238,48.39,8.9275
1041,11,296,48,99,42.89,8.0208
1042,17,1056,197,244,29.82,42.0175
1043,16,630,136,194,46.17,16.5919
1044,16,603,103,357,39.33,17.9517
1045,15,725,181,470,37.03,24.4659
1046,7,405,89,263,40.66,12.148
1047,10,206,34,415,51.43,4.6667
1048,11,766,140,582,18.91,47.9031
1049,7,101,9,195,35.69,3.0819
1050,10,494,109,265,48.24,12.4994
1051,15,876,96,494,43.19,22.5064
1052,17,670,129,317,36.35,21.98
1053,11,216,46,301,54.15,4.8383
1054,20,1276,274,246,40.97,37.8308
1055,15,543,60,142,49.31,12.2294
1056,11,392,58,101,56.08,8.0241
1057,11,310,40,324,28.21,12.4051
1058,14,514,86,324,63.16,9.5002
1059,14,366,58,71,57.57,7.3647
1060,11,910,78,497,51.49,19.1884
1061,15,487,41,273,43.3,12.1939
1062,12,863,90,432,31.09,30.6533
1063,9,270,48,404,38.58,8.243
1064,14,395,84,558,36.8,13.0174
1065,14,219,21,272,37.66,6.3731
1066,14,705,166,306,39.68,21.9502
1067,9,276,24,579,27.33,10.9788
1068,17,1008,106,454,41.76,26.6788
1069,13,813,183,165,21.5,46.3227
1070,11,779,68,349,33.2,25.5158
1071,12,812,126,486,39.43,23.7882
1072,15,1093,184,236,41.08,31.0822
1073,12,505,75,444,50.18,11.5583
1074,12,812,83,905,29.51,30.3288
1075,18,278,67,172,47.13,7.3196
1076,13,258,34,696,37.96,7.6916
1077,11,285,44,675,33.85,9.718
1078,13,418,35,211,54.2,8.3575
1079,19,1054,87,269,28.85,39.5456
1080,7,295,36,445,42.31,7.8228
1081,13,1043,84,777,26.72,42.1762
1082,24,491,101,383,45.88,12.9039
1083,12,260,36,286,40.04,7.3925
1084,17,1201,182,274,44.86,30.8294
1085,11,995,105,759,57.56,19.1093
1086,8,143,11,351,43.58,3.5338
1087,20,1495,279,480,43.35,40.9256
1088,12,456,93,136,36.35,15.1025
1089,15,561,73,170,49.21,12.8843
1090,9,674,79,387,40.36,18.6571
1091,20,741,59,254,40.47,19.7667
1092,10,242,59,402,49.42,6.0908
1093,13,544,63,302,40.59,14.9527
1094,11,418,47,454,37.13,12.5232
1095,12,717,121,240,34.48,24.3006
1096,8,182,43,158,47.84,4.7027
1097,9,765,157,1075,45.71,20.172
1098,15,1143,110,574,52.63,23.807
1099,13,670,139,106,38.33,21.1089
1100,7,423,87,723,41.63,12.2517
1101,15,927,143,301,34.49,31.0275
1102,7,253,37,207,16.87,17.191
1103,13,229,28,177,46.94,5.4747
1104,9,577,55,172,45.79,13.8008
1105,10,288,65,371,50.3,7.0173
1106,15,345,83,479,22.36,19.1374
1107,16,695,171,414,42.53,20.3641
1108,13,240,22,521,39.89,6.5678
1109,9,676,97,413,35.55,21.7446
1110,12,839,80,724,32.41,28.3595
1111,9,494,52,185,49.59,11.0111
1112,10,659,127,480,18.59,42.2718
1113,14,844,209,296,53.69,19.6117
1114,20,1379,334,666,49.2,34.8198
1115,12,199,48,450,50.79,4.8629
1116,18,800,110,105,45.78,19.8761
1117,16,348,54,229,37.18,10.8122
1118,13,402,87,145,44.3,11.0391
1119,18,394,37,211,49.72,8.6691
1120,10,487,95,475,55.31,10.5227
1121,18,464,80,485,49.2,11.0564
1122,11,379,70,278,34.23,13.1158
1123,13,395,82,255,43.64,10.93
1124,15,731,140,737,54.85,15.8799
1125,12,553,78,406,47.5,13.2838
1126,18,1493,143,985,38.58,42.4069
1127,14,1022,120,256,42.05,27.1574
1128,6,246,24,160,33.78,7.9928
1129,13,352,74,84,31.45,13.5458
1130,17,939,160,247,44.38,24.7657
1131,4,191,28,302,29.62,7.393
1132,12,613,144,479,65.01,11.6442
1133,18,1171,276,134,24.79,58.3687
1134,11,879,83,819,30.15,31.9049
1135,19,1400,261,511,58.46,28.4106
1136,11,346,72,184,40.92,10.214
1137,13,807,176,910,67.34,14.5966
1138,17,468,73,449,31.92,16.951
1139,8,293,61,552,37.34,9.4804
1140,14,862,107,1486,17.38,55.7447
1141,17,1010,108,657,55.03,20.3153
1142,10,834,195,531,14.52,70.8759
1143,6,374,61,186,33.94,12.817
1144,10,602,111,193,38.54,18.4995
1145,4,72,10,192,26.53,3.0914
1146,6,209,20,186,26.6,8.6089
1147,8,776,120,971,32.05,27.953
1148,8,633,95,568,33.57,21.6887
1149,12,239,30,557,21.59,12.4607
1150,11,718,107,193,40.02,20.6168
1151,7,131,22,658,40.29,3.7975
1152,9,253,24,308,44.1,6.2816
1153,15,1081,116,248,24.72,48.4154
1154,8,630,123,410,43.96,17.1295
1155,11,741,131,434,31.46,27.7133
1156,6,293,55,637,42.45,8.198
1157,14,645,105,260,47.92,15.6521
1158,14,583,94,549,37.4,18.101
1159,15,627,67,159,54.14,12.8192
1160,14,978,185,303,30.32,38.3623
1161,11,982,116,595,29.53,37.1794
1162,20,541,94,418,37.8,16.7982
1163,12,522,104,505,42.97,14.568
1164,10,483,85,124,25.75,22.0593
1165,9,293,25,144,50.88,6.2497
1166,12,555,124,911,33.02,20.562
1167,15,515,49,272,53.07,10.6279
1168,15,909,212,315,57.89,19.3655
1169,16,972,98,941,26.52,40.3525
1170,11,779,75,265,33.0,25.8817
1171,9,225,44,267,31.71,8.4842
1172,12,648,54,264,41.15,17.0581
1173,8,594,66,718,34.01,19.4084
1174,15,511,44,310,45.8,12.1179
1175,10,281,69,400,48.12,7.2735
1176,12,432,86,325,29.56,17.5211
1177,4,256,32,508,17.24,16.7045
1178,13,649,86,470,40.2,18.2832
1179,10,349,62,134,31.68,12.9719
1180,7,565,93,512,59.29,11.0988
1181,14,714,147,162,31.84,27.0421
1182,18,764,156,188,52.38,17.564
1183,9,440,40,1004,45.63,10.5205
1184,8,438,49,433,37.58,12.9575
1185,8,679,147,1106,35.89,23.0118
1186,8,284,63,523,47.36,7.3269
1187,10,653,146,160,28.84,27.7071
1188,13,189,23,143,29.08,7.2901
1189,16,473,110,230,44.34,13.1493
1190,11,560,67,564,37.58,16.6859
1191,15,335,44,128,52.63,7.2018
1192,13,316,55,140,33.22,11.1672
1193,17,791,194,343,37.53,26.2468
1194,7,216,19,372,21.03,11.1736
1195,8,252,40,192,26.09,11.1931
1196,11,590,93,380,48.81,13.9933
1197,14,924,84,319,40.26,25.0392
1198,8,329,36,523,30.44,11.9893
1199,9,277,22,296,42.35,7.0608
1200,10,623,72,306,42.13,16.4981
1201,13,978,83,284,43.56,24.3561
1202,13,517,128,413,43.19,14.9352
1203,12,611,134,224,49.27,15.1206
1204,17,972,114,222,48.11,22.5722
1205,13,569,123,177,31.25,22.1425
1206,13,357,65,591,46.53,9.0698
1207,5,277,51,172,53.27,6.1573
1208,10,409,98,391,31.24,16.2292
1209,15,365,62,367,36.51,11.6963
1210,15,925,160,275,35.39,30.6608
1211,5,219,39,295,45.81,5.6316
1212,9,180,38,264,41.29,5.2793
1213,13,1066,204,362,46.23,27.4742
1214,10,657,119,343,41.49,18.7049
1215,14,844,79,154,35.53,25.9784
1216,13,948,191,598,20.96,54.3366
1217,14,1038,142,255,42.17,27.984
1218,8,128,11,296,37.44,3.7128
1219,12,1072,238,911,35.41,36.9995
1220,10,757,116,833,21.39,40.8065
1221,12,529,127,453,40.89,16.0412
1222,15,882,214,145,30.72,35.6747
1223,13,1090,238,472,40.65,32.6661
1224,15,1398,156,846,27.54,56.4296
1225,9,676,54,466,47.22,15.4582
1226,11,799,135,313,30.6,30.5276
1227,9,309,27,228,28.87,11.638
1228,8,316,66,410,45.67,8.3651
1229,10,328,79,721,35.83,11.3606
1230,11,187,26,334,42.15,5.054
1231,15,936,227,206,37.47,31.0402
1232,13,1016,92,340,64.83,17.091
1233,12,217,39,306,38.72,6.6119
1234,11,538,97,110,48.26,13.1587
1235,12,797,193,328,33.73,29.3473
1236,13,315,53,231,48.43,7.5985
1237,16,650,74,215,37.33,19.3963
1238,11,433,99,669,38.49,13.8218
1239,7,246,30,309,41.68,6.622
1240,13,616,81,450,34.82,20.0161
1241,11,562,51,148,33.83,18.1204
1242,16,576,114,336,30.82,22.3901
1243,16,796,149,216,54.81,17.2402
1244,8,335,63,289,54.07,7.3603
1245,15,1087,184,613,44.26,28.7193
1246,17,938,149,142,25.22,43.1079
1247,9,337,31,593,43.1,8.5379
1248,16,478,101,449,22.16,26.1319
1249,11,625,50,1019,35.53,18.9961
1250,10,231,55,292,37.38,7.6503
1251,9,414,64,612,26.2,18.2421
1252,12,306,43,283,45.45,7.6785
1253,5,359,36,618,55.23,7.1525
1254,16,578,137,353,30.22,23.6621
1255,8,625,131,349,64.03,11.8068
1256,11,369,50,936,31.56,13.276
1257,11,410,35,447,44.78,9.937
1258,16,1109,112,217,40.51,30.1426
1259,12,575,53,294,47.06,13.344
1260,6,468,86,614,36.03,15.3743
1261,11,447,109,582,28.6,19.4396
1262,15,356,43,238,42.65,9.3542
1263,7,160,27,268,49.64,3.7668
1264,17,1207,162,622,44.93,30.4678
1265,11,988,211,701,32.41,36.9951
1266,14,769,160,326,35.48,26.1854
1267,10,528,53,148,45.66,12.7255
1268,11,716,66,551,37.25,20.9953
1269,15,1091,107,446,37.4,32.0336
1270,16,669,56,126,38.45,18.8548
1271,9,438,91,190,30.42,17.3894
1272,10,541,98,826,47.89,13.3435
1273,13,377,30,236,26.63,15.2815
1274,12,400,54,148,42.02,10.804
1275,19,1217,247,981,30.38,48.1838
1276,5,359,89,326,33.01,13.571
1277,8,413,75,340,34.54,14.1299
1278,10,170,25,378,46.95,4.1537
1279,14,474,56,646,32.62,16.2487
1280,6,399,96,456,27.12,18.2527
1281,13,679,140,164,48.48,16.8941
1282,9,547,127,234,56.01,12.0337
1283,17,1098,270,342,54.62,25.0453
1284,10,693,132,253,25.48,32.3797
1285,14,946,209,599,61.72,18.7126
1286,13,878,101,170,30.11,32.5115
1287,14,456,86,83,38.08,14.2332
1288,17,1105,229,395,30.23,44.1337
1289,14,599,141,481,36.02,20.5419
1290,12,1165,211,838,42.01,32.7563
1291,4,253,46,483,34.56,8.652
1292,7,119,12,439,42.89,3.0545
1293,13,775,73,308,18.39,46.1033
1294,9,544,50,502,51.42,11.5514
1295,10,403,70,1297,30.39,15.5629
1296,14,806,116,258,55.0,16.7628
1297,10,477,64,417,52.04,10.3957
1298,17,523,112,414,30.76,20.6412
1299,15,583,88,111,55.59,12.0694
1300,9,721,89,548,60.09,13.479
1301,9,395,56,229,47.8,9.4352
1302,14,641,95,308,37.94,19.3977
1303,16,681,74,400,37.08,20.3614
1304,11,809,148,547,50.06,19.1158
1305,9,214,29,352,51.65,4.7051
1306,13,668,55,386,41.83,17.2825
1307,13,449,64,516,49.89,10.2819
1308,10,156,37,249,37.04,5.21
1309,10,492,53,640,32.8,16.6137
1310,21,1899,329,706,44.38,50.2032
1311,13,922,132,248,44.45,23.7104
1312,11,402,93,587,30.28,16.3464
1313,12,305,44,393,39.21,8.9004
1314,12,582,64,291,17.95,35.991
1315,16,272,56,135,31.19,10.5156
1316,17,778,78,252,34.13,25.0829
1317,9,192,27,484,23.68,9.2473
1318,10,701,149,522,36.26,23.4425
1319,20,1221,172,128,46.49,29.9605
1320,10,930,159,681,31.63,34.4303
1321,7,346,44,350,49.25,7.9191
1322,9,468,86,122,27.01,20.5125
1323,5,230,44,348,32.18,8.5133
1324,14,892,205,428,33.3,32.9455
1325,10,477,44,337,48.35,10.7755
1326,8,534,47,510,33.26,17.4673
1327,13,697,86,110,67.28,11.6377
1328,12,1094,267,1016,34.7,39.2173
1329,20,750,157,238,31.98,28.3629
1330,15,1030,230,519,30.64,41.1173
1331,13,429,37,284,47.59,9.792
1332,12,803,198,309,33.21,30.1405
1333,15,477,44,265,51.22,10.1712
1334,15,483,70,306,38.8,14.2509
1335,12,772,145,247,44.07,20.806
1336,12,1120,211,725,28.63,46.4827
1337,12,940,120,662,41.88,25.3121
1338,11,390,60,97,24.37,18.4639
1339,13,209,40,234,32.14,7.7467
1340,11,329,36,256,27.1,13.4697
1341,9,176,41,248,24.57,8.8332
1342,11,716,132,129,28.04,30.2386
1343,9,238,48,380,30.32,9.4316
1344,15,991,183,355,33.72,34.8168
1345,15,767,92,301,31.57,27.2132
1346,8,548,118,305,45.54,14.6252
1347,12,1000,141,400,34.29,33.2737
1348,9,604,85,214,45.93,15.0021
1349,14,1122,129,377,28.13,44.4776
1350,6,314,61,679,56.48,6.6391
1351,16,341,37,652,57.74,6.5461
1352,12,309,73,155,37.85,10.0921
1353,10,896,108,826,20.94,47.9444
1354,15,894,197,241,36.12,30.2064
1355,12,424,89,244,34.24,14.9822
1356,12,783,100,206,44.78,19.7205
1357,6,354,49,227,28.99,13.9037
1358,16,673,65,369,37.44,19.7133
1359,9,459,104,701,37.89,14.8606
1360,12,181,29,130,31.99,6.5654
1361,9,631,89,413,50.61,14.2261
1362,10,276,52,417,50.84,6.4515
1363,12,610,146,373,23.64,31.984
1364,17,457,76,189,34.53,15.4338
1365,5,191,31,172,39.44,5.6286
1366,17,646,72,168,50.53,14.2089
1367,7,157,37,620,59.34,3.2694
1368,16,859,204,110,59.89,17.7505
1369,9,681,130,358,41.23,19.6694
1370,13,222,38,233,33.17,7.8386
1371,16,769,131,201,46.11,19.5197
1372,9,534,97,334,40.54,15.5648
1373,15,1364,277,1255,37.8,43.4183
1374,13,902,77,308,41.52,23.5783
1375,19,641,130,466,43.55,17.7038
1376,19,814,89,300,31.27,28.8796
1377,18,1390,332,421,36.64,47.0004
1378,13,972,238,480,30.96,39.0867
1379,16,1460,273,1266,61.5,28.1809
1380,13,616,121,323,26.73,27.5683
1381,10,300,61,459,15.28,23.6187
1382,15,278,47,225,25.35,12.8216
1383,19,839,193,73,58.66,17.5916
1384,15,1062,151,826,38.67,31.3715
1385,8,247,36,662,44.84,6.3107
1386,9,467,55,213,33.52,15.5726
1387,15,1029,93,417,39.65,28.2998
1388,11,652,118,201,38.38,20.0632
1389,14,906,192,250,40.71,26.9704
1390,10,578,75,443,50.19,13.0108
1391,17,850,144,327,49.3,20.1613
1392,8,393,74,396,51.6,9.0503
1393,12,833,111,542,51.18,18.4458
1394,13,1062,168,638,30.57,40.2337
1395,13,563,68,382,38.52,16.3826
1396,11,604,137,677,39.7,18.6632
1397,16,1191,174,433,17.03,80.1399
1398,17,1166,219,560,50.88,27.2227
1399,4,124,26,228,43.47,3.4505
1400,4,215,21,201,33.58,7.0276
1401,16,1031,254,196,21.08,60.9577
1402,15,918,213,474,48.83,23.1612
1403,8,253,32,162,50.57,5.6353
1404,11,820,105,340,28.55,32.3977
1405,14,747,98,342,48.49,17.4259
1406,14,236,56,194,37.97,7.691
1407,9,702,123,434,33.5,24.6288
1408,11,567,128,582,40.82,17.0269
1409,8,572,83,384,50.65,12.9327
1410,12,410,66,287,18.47,25.7681
1411,5,128,16,706,39.88,3.611
1412,15,353,43,412,49.77,7.9574
1413,17,549,66,429,44.65,13.7751
1414,11,608,53,553,40.47,16.3334
1415,18,1174,227,299,34.41,40.7122
1416,9,425,99,267,42.68,12.2767
1417,17,318,77,280,36.29,10.8836
1418,11,498,116,536,39.44,15.5666
1419,16,277,24,104,48.55,6.1997
1420,17,1089,115,716,50.98,23.6173
1421,19,491,113,565,37.04,16.3047
1422,6,199,22,421,39.42,5.6067
1423,14,460,110,353,45.96,12.4019
1424,14,1050,89,511,36.12,31.5347
1425,11,1007,97,1349,50.66,21.7916
1426,9,487,62,199,34.69,15.8257
1427,9,428,68,208,41.02,12.0914
1428,12,469,113,357,46.33,12.5625
1429,14,306,36,322,42.73,8.0044
1430,11,623,145,116,46.69,16.4503
1431,19,984,213,250,43.77,27.3491
1432,11,367,47,448,36.52,11.3348
1433,13,824,146,173,42.03,23.0768
1434,17,669,76,430,41.81,17.818
1435,14,824,158,191,44.17,22.2325
1436,9,328,35,313,40.21,9.0269
1437,10,560,54,472,37.35,16.44
1438,12,310,41,383,27.93,12.569
1439,10,447,40,663,50.31,9.6806
